タイトル名,最低価格,クレジット最低価格,価格URL
ワンダーボーイ アルティメット コレクション [通常版] [Nintendo Switch],4760,4760,https://kakaku.com/item/K0001464840/
ワンド オブ フォーチュン R for Nintendo Switch [通常版],5387,5387,https://kakaku.com/item/K0001512174/
ワンド オブ フォーチュン R for Nintendo Switch [特装版],8580,8580,https://kakaku.com/item/K0001512175/
ワンド オブ フォーチュン R2 FD ～君に捧げるエピローグ～ for Nintendo Switch [特装版],8220,8220,https://kakaku.com/item/K0001542156/
異種最強王図鑑 バトルコロシアム [Nintendo Switch],5153,5155,https://kakaku.com/item/K0001478583/
映画「五等分の花嫁」 ～君と過ごした五つの思い出～ [通常版] [Nintendo Switch],6719,6719,https://kakaku.com/item/K0001425342/
英雄伝説 碧の軌跡：改 [Nintendo Switch],3280,3280,https://kakaku.com/item/K0001535416/
棋士・藤井聡太の将棋トレーニング [Nintendo Switch],4320,4320,https://kakaku.com/item/K0001224170/
究極タイガーヘリ [Nintendo Switch],6077,6077,https://kakaku.com/item/K0001371736/
結城友奈は勇者である ～花結いのきらめき～ Vol.2 [Nintendo Switch],7125,7125,https://kakaku.com/item/K0001576559/
結城友奈は勇者である ～花結いのきらめき～ Vol.3 [Nintendo Switch],7125,7125,https://kakaku.com/item/K0001576560/
結城友奈は勇者である ～花結いのきらめき～ Vol.6 [Nintendo Switch],7125,7125,https://kakaku.com/item/K0001576563/
結城友奈は勇者である ～花結いのきらめき～ Vol.7 [Nintendo Switch],7125,7125,https://kakaku.com/item/K0001576564/
結城友奈は勇者である ～花結いのきらめき～ Vol.8 [Nintendo Switch],7125,7125,https://kakaku.com/item/K0001576565/
結城友奈は勇者である ～花結いのきらめき～ 上巻 [完全生産限定版] [Nintendo Switch],34611,34611,https://kakaku.com/item/K0001576556/
月の彼方で逢いましょう [通常版] [Nintendo Switch],5538,5538,https://kakaku.com/item/K0001403763/
幻影異聞録♯FE Encore [ダウンロード版] [Nintendo Switch],6630,6630,https://kakaku.com/item/K0001263905/
幻世酔虎伝 プラス [初回限定版] [Nintendo Switch],8099,8099,https://kakaku.com/item/K0001562128/
幻日のヨハネ - BLAZE in the DEEPBLUE - [限定版] [Nintendo Switch],11426,11426,https://kakaku.com/item/K0001549982/
幻日のヨハネ - BLAZE in the DEEPBLUE - [通常版] [Nintendo Switch],5177,5177,https://kakaku.com/item/K0001549981/
五等分の花嫁 ごとぱずストーリー [通常版] [Nintendo Switch],4712,4712,https://kakaku.com/item/K0001516247/
紅月ゆれる恋あかり [完全生産限定版] [Nintendo Switch],6913,6913,https://kakaku.com/item/K0001494789/
死噛 ～シビトマギレ～ [Nintendo Switch],8540,8540,https://kakaku.com/item/K0001469158/
式神の城2 [Nintendo Switch],3145,3145,https://kakaku.com/item/K0001508695/
蛇香のライラ ～Trap of MUSK～ [通常版] [Nintendo Switch],6220,6220,https://kakaku.com/item/K0001144802/
終遠のヴィルシュ - EpiC：lycoris - [通常版] [Nintendo Switch],6192,6192,https://kakaku.com/item/K0001531388/
上海 Refresh [Nintendo Switch],2466,2466,https://kakaku.com/item/K0001098502/
新釈・剣の街の異邦人 ～黒の宮殿～ [Nintendo Switch],2589,2589,https://kakaku.com/item/K0001508693/
真・三國無双8 Empires [通常版] [Nintendo Switch],5955,5955,https://kakaku.com/item/K0001402042/
星のカービィ スターアライズ,5398,5400,https://kakaku.com/item/K0000973962/
千の刃濤、桃花染の皇姫 [通常版] [Nintendo Switch],5200,5200,https://kakaku.com/item/K0001433162/
蒼き翼のシュバリエ [Nintendo Switch],2599,2599,https://kakaku.com/item/K0001508694/
蒼の彼方のフォーリズム EXTRA1+2S [Nintendo Switch],10064,10064,https://kakaku.com/item/K0001508690/
大逆転裁判1&2 - 成歩堂龍ノ介の冒險と覺悟 - [Nintendo Switch],3980,3980,https://kakaku.com/item/K0001351436/
大航海時代IV with パワーアップキット HD Version [通常版] [Nintendo Switch],3309,3309,https://kakaku.com/item/K0001336024/
大戦略SSB [Nintendo Switch],5990,5990,https://kakaku.com/item/K0001466651/
大分・別府ミステリー案内 歪んだ竹灯篭 [Nintendo Switch],3204,3204,https://kakaku.com/item/K0001494787/
大乱闘スマッシュブラザーズ SPECIAL [ダウンロード版] [Nintendo Switch],7120,7120,https://kakaku.com/item/K0001279737/
探偵撲滅 [Nintendo Switch],5700,5700,https://kakaku.com/item/K0001331360/
超探偵事件簿 レインコード [Nintendo Switch],5572,5574,https://kakaku.com/item/K0001472561/
超特盛ミラクルプライス 不思議の幻想郷TOD - RELOADED - &ロータスラビリンスR [特別限定版] [Nintendo Switch],8500,8500,https://kakaku.com/item/K0001469153/
鳥類弁護士の事件簿 [Nintendo Switch],3145,3145,https://kakaku.com/item/K0001474789/
東京2020オリンピック The Official Video Game [Nintendo Switch],2380,2380,https://kakaku.com/item/K0001144780/
熱血硬派くにおくん外伝 リバーシティガールズ1・2 [Nintendo Switch],3564,3564,https://kakaku.com/item/K0001466650/
薄桜鬼 真改 銀星ノ抄 [通常版] [Nintendo Switch],5691,5691,https://kakaku.com/item/K0001252271/
薄桜鬼 真改 万葉ノ抄 [通常版] [Nintendo Switch],6192,6192,https://kakaku.com/item/K0001531384/
不思議のダンジョン 風来のシレン5plus フォーチュンタワーと運命のダイス [Nintendo Switch],3515,3515,https://kakaku.com/item/K0001246268/
風雨来記4 [Nintendo Switch],5241,5241,https://kakaku.com/item/K0001323577/
僕のヒーローアカデミア One's Justice2 [Nintendo Switch],5967,5967,https://kakaku.com/item/K0001222479/
夢幻戦士ヴァリスCOLLECTION [Nintendo Switch],3564,3564,https://kakaku.com/item/K0001403074/
夢幻戦士ヴァリスCOLLECTION II [特装版] [Nintendo Switch],8055,8055,https://kakaku.com/item/K0001446699/
遊んで麻雀が強くなる！銀星麻雀DX [Nintendo Switch],3255,3255,https://kakaku.com/item/K0001424641/
遊戯王ラッシュデュエル 最強バトルロイヤル！！ いくぞ！ゴーラッシュ！！ スペシャルエディション [Nintendo Switch],1280,1280,https://kakaku.com/item/K0001474200/
螺旋麗嬢 スパイラルお嬢様 超髪のマキナ [Nintendo Switch],5146,5146,https://kakaku.com/item/K0001561700/
恋する彼女の不器用な舞台 [完全生産限定版] [Nintendo Switch],4562,4562,https://kakaku.com/item/K0001497717/
恋愛、借りちゃいました [通常版] [Nintendo Switch],5031,5082,https://kakaku.com/item/K0001344913/
冤罪執行遊戯ユルキル [Nintendo Switch],5182,5182,https://kakaku.com/item/K0001413680/
滄海天記 [特装版] [Nintendo Switch],3200,3200,https://kakaku.com/item/K0001461765/
穢翼のユースティア [通常版] [Nintendo Switch],5182,5182,https://kakaku.com/item/K0001428573/
